时间;开盘;最高;最低;收盘;成交量;MA2.MA1;MA2.MA2;MA2.MA3;MA2.MA4;MA2.MA5;MA2.MA6;MA2.MA7;MA2.MA8;MA2.MA9;MA2.MA10;VOL.VOLUME;VOL.MAVOL1;VOL.MAVOL2;KDJ.K;KDJ.D;KDJ.J;BOLL.BOLL;BOLL.UB;BOLL.LB;MACD.DIF;MACD.DEA;MACD.MACD;
2003/11/05;1389.72;1396.86;1375.99;1385.11;16205427;1366.35;1370.05;1375.13;1407.02;1466.22;1469.93;;;;;16205427.00;15636070.00;13235405.00;50.13;40.28;69.83;1375.13;1408.25;1342.00;-7.02;-10.01;5.98;
2003/11/06;1384.67;1385.84;1351.09;1356.79;18254720;1368.75;1367.05;1374.50;1404.85;1464.57;1469.21;;;;;18254720.00;17368678.00;13972890.00;42.81;41.12;46.18;1374.50;1408.55;1340.45;-7.74;-9.56;3.63;
2003/11/07;1353.43;1353.45;1323.12;1335.20;15809009;1366.15;1362.40;1371.06;1402.58;1462.74;1468.47;;;;;15809009.00;18372608.00;14610842.00;33.02;38.42;22.23;1371.06;1406.43;1335.69;-9.94;-9.63;-0.61;
2003/11/10;1330.96;1340.87;1322.05;1340.10;9062253;1361.35;1359.45;1368.07;1400.34;1460.95;1467.82;;;;;9062253.00;17457152.00;14656717.00;28.64;35.16;15.59;1368.07;1403.34;1332.81;-11.16;-9.94;-2.44;
2003/11/11;1340.32;1350.39;1331.12;1343.62;9804738;1352.20;1356.90;1365.86;1398.08;1459.35;1467.15;;;;;9804738.00;13827277.00;14537114.00;27.01;32.44;16.13;1365.86;1401.41;1330.32;-11.70;-10.29;-2.82;
2003/11/12;1341.57;1341.58;1316.85;1317.79;10296484;1338.70;1352.53;1362.59;1395.61;1457.55;1466.38;;;;;10296484.00;12645171.00;14140621.00;18.33;27.74;-0.49;1362.59;1403.11;1322.06;-14.06;-11.04;-6.03;
2003/11/13;1313.93;1324.98;1307.40;1319.61;9356415;1331.25;1350.00;1360.29;1393.34;1455.66;1465.63;;;;;9356415.00;10865869.00;14117274.00;16.08;23.85;0.53;1360.29;1405.09;1315.48;-15.60;-11.95;-7.28;
2003/11/14;1318.72;1331.42;1312.79;1331.05;8135283;1330.40;1348.28;1358.31;1391.35;1453.75;1464.91;;;;;8135283.00;9331098.00;13851853.00;18.19;21.96;10.64;1358.31;1404.67;1311.96;-15.71;-12.71;-6.01;
2003/11/17;1330.49;1333.41;1323.68;1328.10;6333991;1328.05;1344.70;1356.75;1389.40;1451.74;1464.10;;;;;6333991.00;8785510.00;13121331.00;19.84;21.26;17.01;1356.75;1405.02;1308.48;-15.86;-13.34;-5.05;
2003/11/18;1334.65;1336.10;1314.99;1316.56;15365955;1322.60;1337.40;1354.36;1387.18;1449.64;1463.13;;;;;15365955.00;9897574.00;11862426.00;17.12;19.88;11.60;1354.36;1405.69;1303.04;-16.71;-14.01;-5.40;
2003/11/19;1313.84;1341.56;1312.56;1338.87;10836911;1326.85;1332.78;1351.41;1385.47;1447.86;1462.28;;;;;10836911.00;10005709.00;11325440.00;34.19;24.65;53.28;1351.41;1398.81;1304.01;-15.41;-14.29;-2.24;
2003/11/20;1338.60;1377.12;1336.14;1376.51;21739638;1338.25;1334.75;1350.90;1384.40;1446.27;1461.57;;;;;21739638.00;12482150.00;11674010.00;55.84;35.04;97.42;1350.90;1396.91;1304.89;-11.22;-13.68;4.92;
2003/11/21;1379.94;1394.57;1359.90;1361.56;21161552;1344.35;1337.38;1349.89;1383.10;1444.48;1460.92;;;;;21161552.00;15087616.00;12209357.00;57.93;42.67;88.46;1349.89;1393.88;1305.90;-8.99;-12.74;7.49;
2003/11/24;1360.33;1404.25;1360.23;1404.01;19893088;1359.50;1343.78;1351.61;1382.80;1443.04;1460.52;;;;;19893088.00;17799168.00;13292339.00;71.87;52.41;110.81;1351.61;1401.20;1302.03;-3.76;-10.95;14.36;
2003/11/25;1407.76;1423.58;1400.90;1408.42;27759952;1377.90;1350.25;1353.57;1382.53;1441.76;1460.21;;;;;27759952.00;20278068.00;15087821.00;76.90;60.57;109.56;1353.57;1408.86;1298.29;0.73;-8.61;18.68;
2003/11/26;1407.30;1413.77;1398.03;1411.91;17701892;1392.45;1359.65;1356.09;1382.30;1440.41;1459.90;;;;;17701892.00;21651456.00;15828582.00;81.10;67.41;108.46;1356.09;1417.18;1294.99;4.52;-5.98;21.01;
2003/11/27;1412.31;1415.74;1387.79;1389.10;17304760;1395.00;1366.63;1358.31;1381.86;1439.01;1459.61;;;;;17304760.00;20764262.00;16623206.00;77.04;70.62;89.89;1358.31;1420.87;1295.75;5.62;-3.66;18.56;
2003/11/28;1388.31;1401.46;1385.82;1397.22;13000534;1402.10;1373.22;1360.75;1381.44;1437.83;1459.34;;;;;13000534.00;19132006.00;17109812.00;76.78;72.68;84.99;1360.75;1425.45;1296.05;7.06;-1.52;17.16;
2003/12/01;1398.71;1432.82;1398.71;1432.70;20067920;1407.85;1383.68;1364.19;1381.15;1437.02;1459.27;;;;;20067920.00;19167232.00;18483200.00;84.49;76.61;100.24;1364.19;1436.46;1291.91;10.94;0.97;19.94;
2003/12/02;1437.24;1444.56;1430.24;1435.31;21475946;1413.25;1395.57;1366.49;1380.97;1436.16;1459.16;;;;;21475946.00;17910170.00;19094118.00;86.81;80.01;100.42;1366.49;1444.79;1288.19;14.07;3.59;20.95;
2003/12/03;1434.70;1462.07;1424.35;1445.03;23547704;1419.90;1406.18;1369.47;1380.93;1435.15;1459.24;;;;;23547704.00;19079168.00;20365312.00;85.65;81.89;93.17;1369.47;1455.03;1283.92;17.13;6.30;21.66;
2003/12/04;1445.40;1454.32;1440.82;1452.81;19941112;1432.60;1413.80;1374.28;1381.01;1434.24;1459.49;;;;;19941112.00;19606732.00;20185498.00;87.40;83.73;94.75;1374.28;1467.28;1281.27;19.96;9.03;21.85;
2003/12/05;1454.41;1456.87;1440.79;1451.12;17066734;1443.40;1422.75;1380.06;1381.34;1433.28;1459.71;;;;;17066734.00;20419788.00;19775898.00;86.82;84.76;90.93;1380.06;1477.18;1282.95;21.81;11.59;20.44;
2003/12/08;1452.11;1459.48;1435.14;1436.66;15664419;1444.20;1426.03;1384.90;1381.52;1432.25;1459.86;;;;;15664419.00;19539148.00;19353190.00;80.10;83.21;73.89;1384.90;1483.24;1286.56;21.86;13.64;16.43;
2003/12/09;1435.10;1443.61;1429.06;1443.37;12432960;1445.75;1429.50;1389.88;1381.91;1431.30;1460.15;;;;;12432960.00;17730764.00;17820468.00;78.56;81.66;72.36;1389.88;1489.51;1290.24;22.18;15.35;13.66;
2003/12/10;1449.57;1469.71;1448.50;1469.42;22148788;1450.65;1435.28;1397.46;1382.68;1430.60;1460.52;;;;;22148788.00;17451008.00;18265088.00;85.59;82.97;90.84;1397.46;1497.07;1297.85;24.26;17.13;14.26;
2003/12/11;1472.39;1475.38;1460.19;1470.02;20822422;1454.10;1443.35;1404.99;1383.45;1430.03;1460.72;;;;;20822422.00;17627136.00;18616934.00;88.06;84.67;94.86;1404.99;1502.54;1307.44;25.66;18.84;13.65;
2003/12/12;1469.70;1472.86;1459.55;1470.79;16078232;1458.05;1450.72;1411.97;1384.47;1429.54;1460.87;;;;;16078232.00;17429708.00;18924748.00;89.04;86.13;94.88;1411.97;1507.22;1316.73;26.53;20.37;12.30;
2003/12/15;1471.24;1474.67;1465.51;1470.36;12980440;1464.80;1454.50;1419.09;1385.69;1429.20;1461.17;;;;;12980440.00;16892724.00;18215936.00;89.42;87.22;93.81;1419.09;1509.06;1329.11;26.87;21.67;10.39;
2003/12/16;1469.12;1469.13;1441.06;1466.34;18618896;1469.40;1457.57;1426.57;1386.69;1428.81;1461.40;;;;;18618896.00;18129716.00;17930240.00;86.44;86.96;85.39;1426.57;1504.78;1348.37;26.51;22.64;7.74;
2003/12/17;1465.61;1480.43;1453.88;1453.99;18767608;1466.30;1458.47;1432.32;1387.76;1428.41;1461.56;;;;;18767608.00;17453466.00;17452236.00;73.80;82.58;56.26;1432.32;1499.52;1365.13;24.94;23.10;3.68;
2003/12/18;1450.85;1458.67;1445.08;1457.30;15819152;1463.75;1458.93;1436.36;1388.88;1427.93;1461.77;;;;;15819152.00;16452813.00;17039974.00;67.53;77.56;47.46;1436.36;1498.99;1373.74;23.69;23.22;0.95;
2003/12/19;1463.45;1470.21;1429.71;1446.29;26339928;1458.90;1458.47;1440.61;1389.79;1427.50;1461.93;;;;;26339928.00;18504908.00;17967308.00;56.20;70.44;27.72;1440.61;1492.46;1388.76;21.57;22.89;-2.65;
2003/12/22;1444.17;1493.54;1441.58;1492.96;29921380;1463.35;1464.07;1445.05;1391.65;1427.56;1462.30;;;;;29921380.00;21893120.00;19392922.00;70.50;70.46;70.57;1445.05;1498.90;1391.20;23.38;22.99;0.78;
2003/12/23;1497.57;1507.04;1487.11;1500.64;28372572;1470.25;1469.82;1449.66;1393.49;1427.69;1462.77;;;;;28372572.00;23844044.00;20986880.00;77.57;72.83;87.06;1449.66;1506.04;1393.28;25.14;23.42;3.45;
2003/12/24;1501.35;1514.32;1498.98;1513.82;24159980;1482.20;1474.25;1454.76;1395.48;1427.81;1463.31;;;;;24159980.00;24922522.00;21187994.00;84.85;76.84;100.88;1454.76;1515.06;1394.47;27.29;24.19;6.19;
2003/12/25;1514.93;1525.30;1504.25;1512.60;24967402;1493.30;1478.53;1460.94;1397.76;1427.88;1463.82;;;;;24967402.00;26752204.00;21602508.00;85.47;79.71;96.99;1460.94;1518.14;1403.74;28.56;25.07;6.99;
2003/12/26;1513.11;1516.48;1504.13;1514.78;19920922;1506.95;1482.93;1466.82;1400.16;1427.98;1464.29;;;;;19920922.00;25468518.00;21986714.00;86.65;82.03;95.89;1466.82;1520.51;1413.14;29.41;25.93;6.95;
2003/12/29;1509.28;1512.97;1495.54;1496.43;19363864;1507.65;1485.50;1470.00;1402.50;1427.94;1464.64;;;;;19363864.00;23357030.00;22625076.00;81.03;81.69;79.70;1470.00;1522.71;1417.29;28.27;26.40;3.74;
2003/12/30;1495.67;1513.73;1495.39;1511.69;19449154;1509.85;1490.05;1473.81;1404.92;1427.94;1465.03;;;;;19449154.00;21572404.00;22708224.00;82.61;82.00;83.83;1473.81;1527.01;1420.62;28.28;26.78;3.00;
2003/12/31;1513.62;1516.52;1491.25;1497.04;21645524;1506.50;1494.35;1476.41;1407.00;1427.89;1465.37;;;;;21645524.00;21069414.00;22995968.00;78.55;80.85;73.95;1476.41;1528.76;1424.07;26.79;26.78;0.02;
2004/01/02;1492.72;1526.24;1491.69;1517.19;18978088;1507.40;1500.35;1479.64;1409.47;1427.76;1465.78;;;;;18978088.00;19871334.00;23311770.00;82.14;81.28;83.85;1479.64;1533.76;1425.52;26.93;26.81;0.24;
2004/01/05;1516.80;1568.81;1516.70;1568.35;32784966;1518.15;1512.55;1485.51;1412.21;1428.09;1466.34;;;;;32784966.00;22444442.00;23956480.00;87.90;83.49;96.74;1485.51;1550.86;1420.17;30.81;27.61;6.40;
2004/01/06;1568.90;1589.08;1557.93;1574.52;36703572;1533.80;1520.72;1492.40;1415.13;1428.54;1466.92;;;;;36703572.00;25912116.00;24634572.00;86.97;84.65;91.63;1492.40;1564.76;1420.04;33.99;28.89;10.21;
2004/01/07;1574.10;1595.00;1565.09;1587.20;34482972;1548.85;1529.35;1499.59;1418.44;1429.05;1467.55;;;;;34482972.00;28918988.00;25245696.00;88.81;86.04;94.36;1499.59;1579.61;1419.56;37.11;30.53;13.16;
2004/01/08;1587.45;1616.58;1582.88;1610.13;32013228;1571.50;1539.00;1506.63;1422.22;1429.72;1468.30;;;;;32013228.00;30992384.00;26030900.00;90.82;87.63;97.21;1506.63;1599.24;1414.01;40.96;32.62;16.68;
2004/01/09;1612.39;1618.76;1579.69;1581.47;35958288;1584.35;1545.88;1512.20;1425.82;1430.07;1469.09;;;;;35958288.00;34388788.00;27130060.00;84.13;86.47;79.47;1512.20;1608.86;1415.54;41.22;34.34;13.77;
2004/01/12;1579.88;1619.09;1573.77;1618.52;26156496;1594.35;1556.25;1519.59;1429.96;1431.00;1470.03;;;;;26156496.00;33062912.00;27753676.00;89.27;87.40;93.02;1519.59;1625.10;1414.07;43.91;36.25;15.32;
2004/01/13;1622.05;1627.49;1596.72;1612.68;28434556;1602.00;1567.90;1526.70;1434.18;1431.97;1471.02;;;;;28434556.00;31409356.00;28660736.00;89.23;88.01;91.66;1526.70;1637.31;1416.09;45.06;38.01;14.08;
2004/01/14;1612.92;1613.15;1585.91;1592.42;22763200;1603.05;1575.95;1533.00;1437.98;1432.76;1471.96;;;;;22763200.00;29065216.00;28992102.00;84.21;86.74;79.14;1533.00;1643.50;1422.50;43.82;39.18;9.29;
2004/01/15;1591.82;1601.41;1582.36;1586.49;20285774;1598.30;1584.90;1539.63;1441.12;1433.46;1473.02;;;;;20285774.00;26719846.00;28856116.00;77.14;83.54;64.33;1539.63;1645.99;1433.26;41.88;39.72;4.33;
2004/01/16;1589.38;1604.76;1579.24;1600.43;21985944;1602.10;1593.22;1546.79;1444.68;1434.35;1474.14;;;;;21985944.00;23925146.00;29156966.00;71.79;79.62;56.12;1546.79;1649.01;1444.57;41.00;39.97;2.05;
2004/01/29;1605.25;1629.18;1603.31;1628.84;19910392;1604.15;1599.25;1555.90;1448.80;1435.61;1475.32;;;;;19910392.00;22675866.00;27869388.00;81.02;80.09;82.87;1555.90;1652.80;1459.00;42.10;40.40;3.41;
2004/01/30;1631.11;1634.41;1589.40;1590.73;26500536;1599.75;1600.88;1560.80;1452.49;1436.61;1476.35;;;;;26500536.00;22289204.00;26849280.00;63.33;74.50;40.99;1560.80;1654.13;1467.47;39.45;40.21;-1.52;
2004/02/02;1630.65;1650.29;1585.96;1623.88;40309888;1606.10;1604.57;1566.96;1456.73;1437.84;1477.36;;;;;40309888.00;25798246.00;27431732.00;64.05;71.02;50.11;1566.96;1659.84;1474.09;39.56;40.08;-1.03;
2004/02/03;1625.29;1650.24;1615.81;1649.28;28195284;1618.65;1608.47;1573.74;1461.53;1439.25;1478.37;;;;;28195284.00;27380532.00;27050188.00;75.59;72.54;81.69;1573.74;1669.99;1477.48;41.23;40.31;1.84;
2004/02/04;1652.61;1685.77;1652.61;1685.16;36039924;1635.60;1618.85;1582.36;1467.20;1440.99;1479.57;;;;;36039924.00;30191206.00;27058176.00;83.54;76.21;98.20;1582.36;1686.18;1478.54;44.93;41.23;7.39;
2004/02/05;1690.94;1693.90;1674.62;1693.43;36343792;1648.50;1626.32;1591.29;1472.95;1442.79;1480.80;;;;;36343792.00;33477836.00;28076852.00;88.89;80.44;105.80;1591.29;1701.19;1481.39;47.97;42.58;10.78;
2004/02/06;1690.56;1705.91;1671.40;1679.19;36763884;1666.20;1632.97;1600.44;1478.21;1444.33;1481.65;;;;;36763884.00;35530344.00;28909772.00;85.56;82.14;92.40;1600.44;1707.48;1493.39;48.68;43.80;9.75;
2004/02/09;1679.58;1703.77;1679.10;1703.53;28825140;1682.10;1644.10;1610.03;1483.44;1446.07;1482.62;;;;;28825140.00;33233716.00;29515980.00;89.75;84.68;99.89;1610.03;1717.96;1502.09;50.61;45.16;10.90;
2004/02/10;1708.90;1715.46;1683.60;1691.01;30284730;1690.45;1654.55;1619.72;1488.54;1447.78;1483.44;;;;;30284730.00;33651096.00;30515814.00;86.87;85.41;89.80;1619.72;1719.46;1519.99;50.56;46.24;8.63;
2004/02/11;1691.61;1692.90;1660.01;1677.76;29288748;1688.95;1662.28;1627.75;1493.89;1449.37;1484.24;;;;;29288748.00;32301466.00;31246336.00;81.54;84.12;76.39;1627.75;1718.15;1537.35;48.88;46.77;4.22;
2004/02/12;1679.08;1693.01;1660.31;1663.83;29156696;1683.10;1665.80;1632.53;1499.37;1450.97;1484.96;;;;;29156696.00;30863770.00;32170804.00;74.41;80.88;61.45;1632.53;1719.75;1545.30;45.89;46.59;-1.40;
2004/02/13;1664.60;1672.44;1653.24;1658.54;24025736;1678.95;1672.57;1636.72;1504.68;1452.51;1485.78;;;;;24025736.00;28316468.00;31923404.00;63.90;75.22;41.25;1636.72;1720.20;1553.25;42.61;45.80;-6.37;
2004/02/16;1661.45;1697.26;1661.44;1696.83;25466730;1677.60;1679.85;1642.21;1510.56;1454.32;1486.72;;;;;25466730.00;27644724.00;30439220.00;66.05;72.16;53.82;1642.21;1726.39;1558.04;42.61;45.16;-5.10;
2004/02/17;1701.41;1710.86;1693.96;1703.77;31976010;1680.15;1685.30;1646.89;1516.99;1456.30;1487.74;;;;;31976010.00;27983052.00;30817076.00;71.10;71.81;69.69;1646.89;1733.92;1559.86;42.68;44.66;-3.97;
2004/02/18;1704.74;1719.89;1697.32;1717.10;31098172;1688.00;1688.47;1653.66;1523.62;1458.48;1488.69;;;;;31098172.00;28344320.00;30322892.00;79.34;74.32;89.38;1653.66;1740.36;1566.96;43.30;44.39;-2.17;
2004/02/19;1719.31;1728.02;1710.70;1717.02;28931696;1698.65;1690.88;1658.60;1530.05;1460.70;1489.57;;;;;28931696.00;28299674.00;29581722.00;81.32;76.66;90.66;1658.60;1748.04;1569.16;43.30;44.17;-1.75;
2004/02/20;1715.81;1722.57;1702.93;1721.75;26552608;1711.30;1695.13;1664.05;1536.61;1463.01;1490.46;;;;;26552608.00;28804710.00;28560588.00;84.75;79.36;95.55;1664.05;1754.99;1573.11;43.18;43.97;-1.60;
2004/02/23;1725.59;1730.28;1680.89;1681.65;30566856;1708.25;1692.93;1668.51;1542.70;1464.94;1491.18;;;;;30566856.00;29825024.00;28734874.00;68.80;75.84;54.72;1668.51;1753.20;1583.83;39.39;43.06;-7.33;
2004/02/24;1675.64;1683.04;1650.18;1682.30;29305680;1703.95;1692.05;1673.30;1548.42;1466.94;1491.99;;;;;29305680.00;29290906.00;28636980.00;59.23;70.30;37.09;1673.30;1748.79;1597.81;36.03;41.65;-11.25;
2004/02/25;1684.90;1700.50;1642.69;1647.38;26285834;1690.05;1689.03;1675.65;1552.93;1468.66;1492.61;;;;;26285834.00;28328756.00;28336538.00;41.27;60.62;2.57;1675.65;1744.20;1607.10;30.19;39.36;-18.33;
2004/02/26;1642.41;1655.30;1628.84;1654.90;25085848;1677.55;1688.10;1676.95;1557.82;1470.46;1493.19;;;;;25085848.00;27559526.00;27929600.00;36.08;52.44;3.35;1676.95;1742.69;1611.21;25.88;36.66;-21.56;
2004/02/27;1657.26;1675.32;1657.04;1675.07;21316242;1668.25;1689.78;1681.18;1562.34;1472.57;1493.87;;;;;21316242.00;26512180.00;27658444.00;39.24;48.04;21.64;1681.18;1732.96;1629.39;23.82;34.09;-20.56;
2004/03/01;1676.22;1690.07;1661.34;1689.76;21458634;1669.90;1689.07;1684.46;1567.03;1474.78;1494.59;;;;;21458634.00;24690278.00;27257652.00;46.18;47.42;43.70;1684.46;1728.75;1640.18;23.10;31.90;-17.59;
2004/03/02;1692.62;1694.81;1677.98;1687.28;21959200;1670.90;1687.43;1686.36;1571.62;1476.96;1495.35;;;;;21959200.00;23221044.00;26255974.00;49.99;48.28;53.42;1686.36;1727.43;1645.29;22.08;29.93;-15.71;
2004/03/03;1686.96;1688.94;1654.56;1661.81;20541768;1673.75;1681.90;1685.19;1576.16;1479.01;1496.01;;;;;20541768.00;22072524.00;25200640.00;44.16;46.91;38.67;1685.19;1727.71;1642.67;18.99;27.74;-17.50;
2004/03/04;1658.63;1670.16;1642.63;1668.87;19255238;1676.60;1677.07;1683.97;1580.70;1481.07;1496.64;;;;;19255238.00;20905984.00;24232756.00;42.59;45.47;36.85;1683.97;1726.91;1641.04;16.92;25.58;-17.32;
2004/03/05;1671.06;1675.03;1660.21;1662.10;18133416;1673.95;1671.10;1683.11;1584.52;1482.84;1497.25;;;;;18133416.00;20269876.00;23391028.00;43.87;44.93;41.73;1683.11;1727.11;1639.11;14.57;23.38;-17.62;
2004/03/08;1660.64;1665.73;1635.44;1637.14;22766480;1663.45;1666.68;1679.80;1587.88;1484.43;1497.89;;;;;22766480.00;20531200.00;22610740.00;33.11;40.99;17.33;1679.80;1727.20;1632.40;10.56;20.81;-20.50;
2004/03/09;1636.21;1659.65;1634.71;1637.10;18792044;1653.40;1662.15;1677.10;1591.08;1486.00;1498.51;;;;;18792044.00;19897958.00;21559500.00;26.24;36.08;6.58;1677.10;1727.83;1626.37;7.30;18.11;-21.61;
2004/03/10;1639.68;1678.40;1639.68;1678.07;18952304;1656.65;1665.20;1677.11;1594.83;1487.92;1499.17;;;;;18952304.00;19579700.00;20826112.00;41.54;37.90;48.84;1677.11;1727.84;1626.38;7.94;16.08;-16.28;
2004/03/11;1680.31;1698.78;1672.67;1691.64;20650830;1661.20;1668.90;1678.50;1598.85;1490.09;1499.89;;;;;20650830.00;19859046.00;20382516.00;57.32;44.37;83.20;1678.50;1729.22;1627.78;9.42;14.75;-10.65;
2004/03/12;1692.87;1699.25;1680.45;1694.74;18390716;1667.75;1670.85;1680.31;1603.15;1492.33;1500.61;;;;;18390716.00;19910246.00;20090060.00;69.21;52.65;102.34;1680.31;1730.62;1630.01;10.73;13.94;-6.43;
2004/03/15;1696.94;1738.98;1696.82;1736.22;29065090;1687.55;1675.50;1682.29;1608.03;1494.97;1501.51;;;;;29065090.00;21170176.00;20850688.00;78.59;61.30;113.18;1682.29;1738.10;1626.48;14.94;14.14;1.59;
2004/03/16;1741.62;1747.98;1730.73;1745.54;25148778;1709.25;1681.32;1684.38;1612.63;1497.65;1502.39;;;;;25148778.00;22441574.00;21169766.00;85.01;69.20;116.63;1684.38;1746.36;1622.39;18.81;15.07;7.47;
2004/03/17;1746.74;1750.71;1730.27;1745.10;21244536;1722.65;1689.65;1685.78;1617.21;1500.33;1503.27;;;;;21244536.00;22899916.00;21239808.00;88.40;75.60;113.98;1685.78;1751.99;1619.56;21.59;16.38;10.43;
2004/03/18;1746.18;1755.10;1714.90;1717.26;23578002;1727.75;1694.47;1685.78;1621.32;1502.90;1504.07;;;;;23578002.00;23485644.00;21672346.00;81.79;77.66;90.03;1685.78;1752.01;1619.54;21.30;17.36;7.88;
2004/03/19;1715.47;1748.19;1710.84;1747.87;20193520;1738.40;1703.07;1687.09;1625.95;1505.82;1505.07;;;;;20193520.00;23846092.00;21878170.00;85.86;80.39;96.78;1687.09;1757.23;1616.95;23.28;18.55;9.47;
2004/03/22;1749.71;1760.08;1742.37;1755.69;20490810;1742.30;1714.93;1690.80;1630.77;1508.73;1506.12;;;;;20490810.00;22131098.00;21650636.00;89.36;83.38;101.30;1690.80;1767.26;1614.34;25.19;19.87;10.62;
2004/03/23;1755.32;1755.33;1731.49;1741.69;20729148;1741.50;1725.38;1693.76;1635.56;1511.66;1507.21;;;;;20729148.00;21247180.00;21844378.00;85.89;84.22;89.24;1693.76;1773.38;1614.14;25.27;20.95;8.64;
2004/03/24;1740.89;1752.42;1729.51;1740.05;20233070;1740.50;1731.57;1698.39;1640.28;1514.57;1508.29;;;;;20233070.00;21044838.00;21972378.00;82.21;83.55;79.53;1698.39;1777.43;1619.35;24.93;21.75;6.35;
2004/03/25;1737.49;1751.81;1725.98;1736.48;18123060;1744.35;1736.05;1702.47;1645.11;1517.45;1509.34;;;;;18123060.00;19953664.00;21719654.00;75.70;80.93;65.25;1702.47;1780.48;1624.47;24.08;22.22;3.74;
2004/03/26;1737.06;1741.56;1720.88;1734.05;17971982;1741.60;1740.00;1705.43;1649.13;1520.39;1510.42;;;;;17971982.00;19509658.00;21677876.00;66.18;76.02;46.51;1705.43;1783.52;1627.33;22.96;22.36;1.18;
2004/03/29;1734.59;1740.31;1717.86;1719.67;17799932;1734.35;1738.32;1706.91;1652.78;1523.14;1511.43;;;;;17799932.00;18971444.00;20551270.00;50.10;67.38;15.54;1706.91;1784.89;1628.93;20.66;22.02;-2.72;
2004/03/30;1718.78;1727.18;1711.66;1724.28;15167516;1730.90;1736.20;1708.76;1656.29;1525.89;1512.45;;;;;15167516.00;17858970.00;19553076.00;42.50;59.08;9.32;1708.76;1786.54;1630.99;19.00;21.42;-4.84;
2004/03/31;1726.57;1745.70;1724.21;1741.62;17695364;1731.25;1735.88;1712.76;1660.10;1528.93;1513.58;;;;;17695364.00;17351884.00;19198362.00;49.17;55.78;35.95;1712.76;1788.56;1636.97;18.86;20.91;-4.09;
2004/04/01;1744.71;1758.98;1741.33;1758.15;19312172;1735.55;1739.95;1717.21;1664.16;1532.16;1514.73;;;;;19312172.00;17589452.00;18771558.00;64.78;58.78;76.79;1717.21;1792.64;1641.79;19.86;20.70;-1.68;
2004/04/02;1760.47;1771.67;1756.65;1768.65;23211072;1742.45;1742.03;1722.55;1668.70;1535.60;1515.95;;;;;23211072.00;18637210.00;19073434.00;74.84;64.14;96.26;1722.55;1796.62;1648.48;21.25;20.81;0.88;
2004/04/05;1771.74;1774.12;1753.71;1766.48;26351056;1751.85;1743.10;1729.01;1672.95;1538.93;1517.12;;;;;26351056.00;20347700.00;19659572.00;79.15;69.14;99.18;1729.01;1793.67;1664.35;21.93;21.03;1.79;
2004/04/06;1767.32;1777.74;1754.74;1777.52;25421632;1762.50;1746.70;1736.04;1677.62;1542.31;1518.31;;;;;25421632.00;22398566.00;20128768.00;85.99;74.76;108.46;1736.04;1787.90;1684.17;23.09;21.44;3.29;
2004/04/07;1779.43;1783.01;1771.13;1774.55;24717080;1769.05;1750.15;1740.86;1681.91;1545.69;1519.56;;;;;24717080.00;23802266.00;20577076.00;86.71;78.74;102.64;1740.86;1787.73;1693.99;23.49;21.85;3.28;
2004/04/08;1774.40;1778.09;1765.02;1770.28;24467966;1771.50;1753.53;1744.79;1685.27;1548.74;1520.82;;;;;24467966.00;24834048.00;21211750.00;85.19;80.89;93.79;1744.79;1787.26;1702.32;23.21;22.12;2.17;
2004/04/09;1770.91;1778.22;1721.59;1727.35;26828828;1763.25;1752.85;1746.43;1687.82;1551.47;1521.73;;;;;26828828.00;25557402.00;22097306.00;64.12;75.30;41.77;1746.43;1782.88;1709.97;19.29;21.56;-4.53;
2004/04/12;1717.20;1729.62;1702.40;1722.99;20293370;1754.55;1753.20;1745.76;1690.09;1554.26;1522.66;;;;;20293370.00;24345804.00;22346752.00;51.26;67.29;19.21;1745.76;1783.46;1708.06;15.66;20.38;-9.44;
2004/04/13;1724.58;1734.92;1710.39;1715.14;20636892;1742.05;1752.28;1744.24;1691.83;1557.03;1523.47;;;;;20636892.00;23388570.00;22893568.00;39.44;58.01;2.32;1744.24;1784.35;1704.13;12.00;18.70;-13.40;
2004/04/14;1714.53;1716.82;1678.34;1697.16;21530458;1726.60;1747.82;1741.85;1693.76;1559.79;1524.17;;;;;21530458.00;22751642.00;23276954.00;32.29;49.43;-2.00;1741.85;1787.14;1696.56;7.57;16.48;-17.81;
2004/04/15;1697.24;1705.02;1674.91;1679.08;16507157;1708.35;1739.93;1739.94;1694.77;1562.36;1524.80;;;;;16507157.00;21159116.00;22996582.00;22.81;40.56;-12.68;1739.94;1792.26;1687.61;2.57;13.69;-22.25;
2004/04/16;1678.97;1694.56;1656.30;1693.86;19029896;1701.65;1732.45;1737.24;1696.13;1565.15;1525.53;;;;;19029896.00;19599360.00;22578380.00;25.09;35.40;4.46;1737.24;1793.28;1681.19;-0.20;10.92;-22.23;
2004/04/19;1695.33;1698.69;1672.35;1675.89;14759026;1692.20;1723.38;1733.24;1697.52;1567.75;1526.15;;;;;14759026.00;18492620.00;21419212.00;21.88;30.90;3.85;1733.24;1794.84;1671.64;-3.80;7.97;-23.54;
2004/04/20;1674.36;1682.05;1659.95;1669.42;13670256;1683.10;1712.57;1729.64;1698.90;1570.01;1526.77;;;;;13670256.00;17099572.00;20244070.00;18.17;26.65;1.21;1729.64;1797.33;1661.95;-7.09;4.96;-24.11;
