时间;开盘;最高;最低;收盘;成交量;MA2.MA1;MA2.MA2;MA2.MA3;MA2.MA4;MA2.MA5;MA2.MA6;MA2.MA7;MA2.MA8;MA2.MA9;MA2.MA10;VOL.VOLUME;VOL.MAVOL1;VOL.MAVOL2;KDJ.K;KDJ.D;KDJ.J;BOLL.BOLL;BOLL.UB;BOLL.LB;MACD.DIF;MACD.DEA;MACD.MACD;
1991/07/10;134.40;135.60;133.72;133.99;6023;135.30;135.83;132.51;119.81;123.68;;;;;;6023.00;9654.60;8619.80;30.30;52.23;-13.55;132.51;141.06;123.97;4.14;4.74;-1.19;
1991/07/11;133.22;133.99;133.13;133.38;5073;134.65;135.55;132.91;120.06;123.68;;;;;;5073.00;7990.40;8677.40;21.72;42.06;-18.96;132.91;140.77;125.06;3.78;4.55;-1.54;
1991/07/12;132.80;133.38;132.42;132.80;3144;134.02;135.08;133.33;120.32;123.67;;;;;;3144.00;5711.20;8498.30;16.89;33.67;-16.67;133.33;140.12;126.53;3.40;4.32;-1.83;
1991/07/15;133.90;134.10;131.87;133.14;11938;133.59;134.70;133.69;120.59;123.67;;;;;;11938.00;6924.00;7398.10;18.54;28.63;-1.62;133.69;139.49;127.90;3.09;4.07;-1.96;
1991/07/16;134.39;134.47;133.14;134.47;2796;133.56;134.56;134.07;120.88;123.68;;;;;;2796.00;5794.80;7393.90;27.28;28.18;25.48;134.07;138.94;129.19;2.93;3.84;-1.83;
1991/07/17;135.81;135.81;135.39;135.81;660;133.92;134.61;134.44;121.21;123.71;;;;;;660.00;4722.20;7188.40;40.79;32.38;57.61;134.44;138.54;130.34;2.87;3.65;-1.56;
1991/07/18;137.17;137.17;135.81;137.17;847;134.68;134.66;134.82;121.57;123.76;;;;;;847.00;3877.00;5933.70;60.53;41.76;98.05;134.82;138.39;131.25;2.90;3.50;-1.20;
1991/07/19;137.66;138.54;136.66;136.70;10823;135.46;134.74;135.11;121.92;123.81;;;;;;10823.00;5412.80;5562.00;64.49;49.34;94.79;135.11;138.25;131.98;2.85;3.37;-1.04;
1991/07/22;138.07;138.07;136.70;138.07;2764;136.44;135.02;135.41;122.30;123.87;;;;;;2764.00;3578.00;5251.00;73.98;57.55;106.83;135.41;138.49;132.33;2.89;3.27;-0.77;
1991/07/23;139.35;139.39;138.07;139.39;7241;137.43;135.49;135.70;122.71;123.95;;;;;;7241.00;4467.00;5130.90;82.65;65.92;116.12;135.70;139.12;132.29;2.99;3.22;-0.45;
1991/07/24;140.66;140.74;138.69;140.68;5988;138.40;136.16;136.00;123.16;124.05;;;;;;5988.00;5532.60;5127.40;88.21;73.35;117.93;136.00;140.04;131.95;3.14;3.20;-0.12;
1991/07/25;140.20;141.01;139.99;140.19;8390;139.01;136.84;136.20;123.61;124.14;;;;;;8390.00;7041.20;5459.10;89.15;78.62;110.22;136.20;140.66;131.74;3.19;3.20;-0.03;
1991/07/26;140.11;141.46;139.27;140.66;9279;139.80;137.63;136.35;124.08;124.24;;;;;;9279.00;6732.40;6072.60;89.56;82.26;104.15;136.35;141.21;131.49;3.22;3.20;0.03;
1991/07/29;141.22;141.72;140.81;141.52;4771;140.49;138.47;136.59;124.58;124.34;;;;;;4771.00;7133.80;5355.90;91.99;85.51;104.95;136.59;141.96;131.21;3.28;3.22;0.12;
1991/07/30;142.39;142.45;141.39;142.39;5601;141.09;139.26;136.91;125.10;124.45;;;;;;5601.00;6805.80;5636.40;94.36;88.46;106.16;136.91;142.87;130.95;3.36;3.25;0.22;
1991/07/31;143.72;143.80;142.39;143.80;4051;141.71;140.06;137.33;125.66;124.56;;;;;;4051.00;6418.40;5975.50;96.24;91.05;106.61;137.33;143.98;130.69;3.49;3.30;0.40;
1991/08/01;145.12;145.24;143.80;145.24;4731;142.72;140.86;137.76;126.26;124.68;;;;;;4731.00;5686.60;6363.90;97.49;93.20;106.08;137.76;145.28;130.25;3.67;3.37;0.61;
1991/08/02;146.49;146.68;145.44;146.68;11744;143.93;141.86;138.30;126.90;124.81;;;;;;11744.00;6179.60;6456.00;98.33;94.91;105.17;138.30;146.74;129.86;3.89;3.47;0.83;
1991/08/05;148.06;148.15;146.68;148.15;5126;145.25;142.87;138.94;127.57;124.94;;;;;;5126.00;6250.60;6692.20;98.89;96.23;104.19;138.94;148.33;129.56;4.13;3.61;1.05;
1991/08/06;149.62;149.62;148.15;149.62;2001;146.70;143.89;139.69;128.28;125.08;;;;;;2001.00;5530.60;6168.20;99.26;97.24;103.29;139.69;149.98;129.41;4.39;3.76;1.25;
1991/08/07;150.93;151.12;149.62;151.12;1107;148.16;144.94;140.55;129.02;125.23;;;;;;1107.00;4941.80;5680.10;99.50;98.00;102.52;140.55;151.66;129.44;4.66;3.94;1.44;
1991/08/08;152.57;152.61;151.12;152.61;1951;149.64;146.18;141.51;129.80;125.39;;;;;;1951.00;4385.80;5036.20;99.67;98.55;101.90;141.51;153.31;129.71;4.94;4.14;1.60;
1991/08/09;153.90;154.10;152.61;154.10;3715;151.12;147.52;142.58;130.59;125.56;;;;;;3715.00;2780.00;4479.80;99.78;98.96;101.41;142.58;154.90;130.25;5.22;4.36;1.73;
1991/08/12;155.34;155.54;154.10;155.54;3919;152.60;148.93;143.70;131.39;125.73;;;;;;3919.00;2538.60;4394.60;99.85;99.26;101.04;143.70;156.47;130.92;5.50;4.59;1.83;
1991/08/13;156.87;157.07;155.54;157.07;20039;154.09;150.39;144.83;132.19;125.92;;;;;;20039.00;6146.20;5838.40;99.90;99.47;100.76;144.83;158.15;131.50;5.77;4.82;1.90;
1991/08/14;158.30;158.63;158.11;158.63;5480;155.59;151.88;145.97;133.03;126.12;;;;;;5480.00;7020.80;5981.30;99.93;99.63;100.55;145.97;159.94;132.00;6.05;5.07;1.96;
1991/08/15;159.92;160.21;158.63;160.21;1537;157.11;153.37;147.12;133.88;126.35;;;;;;1537.00;6938.00;5661.90;99.96;99.74;100.40;147.12;161.81;132.42;6.32;5.32;2.00;
1991/08/16;161.56;161.60;160.21;161.60;984;158.61;154.87;148.36;134.74;126.58;;;;;;984.00;6391.80;4585.90;99.97;99.82;100.28;148.36;163.55;133.17;6.57;5.57;2.01;
1991/08/19;163.21;163.21;161.60;163.21;985;160.14;156.37;149.62;135.62;126.84;;;;;;985.00;5805.00;4171.80;99.98;99.87;100.20;149.62;165.37;133.87;6.82;5.82;2.01;
1991/08/20;164.74;164.84;163.21;164.84;573;161.70;157.89;150.89;136.50;127.11;;;;;;573.00;1911.80;4029.00;99.99;99.91;100.14;150.89;167.27;134.52;7.07;6.07;2.00;
1991/08/21;166.49;166.49;164.84;166.49;3411;163.27;159.43;152.18;137.40;127.41;;;;;;3411.00;1498.00;4259.40;99.99;99.94;100.10;152.18;169.22;135.14;7.32;6.32;2.00;
1991/08/22;167.81;168.16;166.49;168.16;1296;164.86;160.98;153.58;138.30;127.72;;;;;;1296.00;1449.80;4193.90;99.99;99.96;100.07;153.58;171.06;136.10;7.56;6.57;1.99;
1991/08/23;169.81;169.81;168.16;169.81;605;166.50;162.56;155.04;139.22;128.04;;;;;;605.00;1374.00;3882.90;100.00;99.97;100.05;155.04;172.84;137.24;7.80;6.82;1.97;
1991/08/26;171.51;171.51;169.81;171.51;643;168.16;164.15;156.54;140.15;128.39;;;;;;643.00;1305.60;3555.30;100.00;99.98;100.04;156.54;174.60;138.48;8.03;7.06;1.94;
1991/08/27;173.06;173.19;171.51;173.19;796;169.83;165.77;158.08;141.08;128.76;;;;;;796.00;1350.20;1631.00;100.00;99.99;100.02;158.08;176.31;139.85;8.25;7.30;1.91;
1991/08/28;174.82;174.92;173.19;174.92;804;171.52;167.39;159.63;142.03;129.14;;;;;;804.00;828.80;1163.40;100.00;99.99;100.02;159.63;178.04;141.23;8.47;7.53;1.88;
1991/08/29;176.53;176.66;174.92;176.66;2608;173.22;169.04;161.21;142.98;129.56;;;;;;2608.00;1091.20;1270.50;100.00;99.99;100.01;161.21;179.80;142.61;8.69;7.76;1.85;
1991/08/30;178.20;178.43;176.66;178.43;6759;174.94;170.72;162.79;143.95;130.00;;;;;;6759.00;2322.00;1848.00;100.00;100.00;100.01;162.79;181.59;144.00;8.90;7.99;1.81;
1991/09/02;180.08;180.22;178.43;180.22;1408;176.68;172.42;164.40;144.92;130.46;;;;;;1408.00;2475.00;1890.30;100.00;100.00;100.01;164.40;183.40;145.39;9.10;8.21;1.78;
1991/09/03;181.71;181.97;180.22;181.97;1475;178.44;174.14;166.01;145.91;130.94;;;;;;1475.00;2610.80;1980.50;100.00;100.00;100.00;166.01;185.23;146.80;9.30;8.43;1.74;
1991/09/04;183.66;183.69;181.97;183.69;650;180.19;175.86;167.64;146.90;131.43;;;;;;650.00;2580.00;1704.40;100.00;100.00;100.00;167.64;187.07;148.22;9.48;8.64;1.69;
1991/09/05;185.48;185.51;183.69;185.51;1514;181.96;177.59;169.29;147.90;131.95;;;;;;1514.00;2361.20;1726.20;100.00;100.00;100.00;169.29;188.92;149.66;9.67;8.85;1.64;
1991/09/06;187.09;187.36;185.51;187.36;2765;183.75;179.35;170.95;148.95;132.48;;;;;;2765.00;1562.40;1942.20;100.00;100.00;100.00;170.95;190.80;151.10;9.85;9.05;1.60;
1991/09/09;189.10;189.24;187.36;189.24;3552;185.55;181.12;172.64;150.01;133.04;;;;;;3552.00;1991.20;2233.10;100.00;100.00;100.00;172.64;192.70;152.57;10.03;9.24;1.57;
1991/09/10;190.98;190.98;188.19;188.33;33434;186.83;182.63;174.20;151.03;133.59;;;;;;33434.00;8383.00;5496.90;94.50;98.17;87.17;174.20;194.02;154.37;9.98;9.39;1.18;
1991/09/11;187.29;187.29;186.86;187.22;21392;187.53;183.86;175.63;152.01;134.14;;;;;;21392.00;12531.40;7555.70;87.58;94.64;73.47;175.63;194.84;156.42;9.74;9.46;0.56;
1991/09/12;186.22;187.40;186.07;186.22;19699;187.67;184.82;176.93;152.96;134.68;;;;;;19699.00;16168.40;9264.80;79.08;89.45;58.33;176.93;195.25;158.61;9.36;9.44;-0.15;
1991/09/13;188.00;188.04;185.01;187.79;37434;187.76;185.76;178.24;153.91;135.24;;;;;;37434.00;23102.20;12332.30;76.17;85.02;58.46;178.24;195.66;160.81;9.09;9.37;-0.57;
1991/09/16;189.55;189.66;187.79;189.66;9933;187.84;186.70;179.56;154.86;135.82;;;;;;9933.00;24378.40;13184.80;79.23;83.09;71.50;179.56;196.18;162.94;8.91;9.28;-0.73;
1991/09/17;191.16;191.18;188.28;188.65;28829;187.91;187.37;180.75;155.78;136.38;;;;;;28829.00;23457.40;15920.20;74.89;80.36;63.96;180.75;196.31;165.19;8.60;9.14;-1.09;
1991/09/18;187.26;188.59;187.18;187.63;15822;187.99;187.76;181.81;156.66;136.94;;;;;;15822.00;22343.40;17437.40;64.08;74.93;42.38;181.81;196.11;167.51;8.17;8.95;-1.56;
1991/09/19;187.65;189.21;186.49;186.88;23439;188.12;187.90;182.74;157.51;137.48;;;;;;23439.00;23091.40;19629.90;52.83;67.56;23.35;182.74;195.67;169.82;7.68;8.69;-2.03;
1991/09/20;185.77;187.21;185.66;185.92;12075;187.75;187.75;183.55;158.31;138.02;;;;;;12075.00;18019.60;20560.90;40.13;58.42;3.56;183.55;195.00;172.10;7.14;8.38;-2.49;
1991/09/23;185.00;185.92;184.71;185.00;4034;186.82;187.33;184.22;159.12;138.55;;;;;;4034.00;16839.80;20609.10;28.25;48.36;-11.98;184.22;194.18;174.27;6.55;8.02;-2.93;
1991/09/24;183.96;185.04;183.69;184.08;1426;185.90;186.91;184.77;159.92;139.07;;;;;;1426.00;11359.20;17408.30;20.57;39.10;-16.49;184.77;193.27;176.27;5.95;7.60;-3.31;
1991/09/25;182.80;184.08;182.80;183.19;1389;185.01;186.50;185.18;160.72;139.59;;;;;;1389.00;8472.60;15408.00;15.26;31.15;-16.52;185.18;192.37;178.00;5.34;7.15;-3.63;
1991/09/26;182.21;183.19;181.93;182.33;6541;184.10;186.11;185.47;161.48;140.11;;;;;;6541.00;5093.00;14092.20;11.62;24.64;-14.43;185.47;191.61;179.32;4.73;6.67;-3.88;
1991/09/27;183.12;183.89;181.19;181.82;33728;183.28;185.52;185.64;162.24;140.63;;;;;;33728.00;9423.60;13721.60;9.85;19.71;-9.88;185.64;191.11;180.16;4.15;6.16;-4.02;
1991/09/30;180.28;181.95;180.27;180.92;25594;182.47;184.64;185.67;163.00;141.14;;;;;;25594.00;13735.60;15287.70;8.99;16.14;-5.31;185.67;191.01;180.33;3.59;5.65;-4.12;
1991/10/03;181.55;182.48;179.80;182.48;18741;182.15;184.02;185.70;163.80;141.67;;;;;;18741.00;17198.60;14278.90;15.49;15.92;14.62;185.70;190.96;180.43;3.23;5.16;-3.87;
1991/10/04;184.29;184.29;183.59;184.29;7360;182.37;183.69;185.73;164.64;142.22;;;;;;7360.00;18392.80;13432.70;30.52;20.79;49.99;185.73;190.95;180.50;3.05;4.74;-3.38;
1991/10/07;185.95;186.00;185.41;186.00;11369;183.10;183.60;185.75;165.52;142.79;;;;;;11369.00;19358.40;12225.70;53.68;31.75;97.54;185.75;190.98;180.52;3.02;4.40;-2.76;
1991/10/08;187.59;187.61;186.00;187.49;23745;184.24;183.76;185.76;166.43;143.37;;;;;;23745.00;17361.80;13392.70;68.61;44.04;117.75;185.76;190.99;180.52;3.07;4.13;-2.12;
1991/10/09;188.49;189.12;186.31;189.12;20989;185.88;184.17;185.75;167.36;143.97;;;;;;20989.00;16440.80;15088.20;79.07;55.72;125.79;185.75;190.97;180.53;3.21;3.95;-1.47;
1991/10/10;190.71;191.01;189.12;191.01;6638;187.58;184.86;185.88;168.30;144.59;;;;;;6638.00;14020.20;15609.40;86.05;65.83;126.49;185.88;191.51;180.26;3.44;3.85;-0.82;
1991/10/11;192.84;192.88;191.01;192.85;10981;189.29;185.83;186.17;169.25;145.23;;;;;;10981.00;14744.40;16568.60;90.62;74.09;123.68;186.17;192.58;179.76;3.72;3.82;-0.20;
1991/10/14;194.06;194.69;192.32;194.67;21493;191.03;187.07;186.59;170.21;145.89;;;;;;21493.00;16769.20;18063.80;93.70;80.63;119.85;186.59;194.04;179.14;4.04;3.86;0.36;
1991/10/15;196.58;196.61;194.67;196.61;11002;192.85;188.54;187.03;171.21;146.57;;;;;;11002.00;14220.60;15791.20;95.80;85.69;116.03;187.03;195.72;178.34;4.41;3.97;0.87;
1991/10/16;198.51;198.57;196.61;198.57;9562;194.74;190.31;187.48;172.22;147.26;;;;;;9562.00;11935.20;14188.00;97.20;89.53;112.55;187.48;197.54;177.41;4.80;4.14;1.32;
1991/10/17;200.50;200.51;198.57;200.51;6077;196.64;192.11;188.07;173.24;147.97;;;;;;6077.00;11823.00;12921.60;98.13;92.39;109.61;188.07;199.70;176.44;5.20;4.35;1.70;
1991/10/18;202.50;202.51;200.51;202.51;2968;198.57;193.93;188.81;174.27;148.71;;;;;;2968.00;10220.40;12482.40;98.76;94.52;107.24;188.81;202.11;175.51;5.62;4.60;2.03;
1991/10/21;204.53;204.53;202.51;204.53;3537;200.55;195.79;189.69;175.34;149.47;;;;;;3537.00;6629.20;11699.20;99.17;96.07;105.38;189.69;204.69;174.70;6.04;4.89;2.31;
1991/10/22;206.06;206.53;204.53;206.53;2128;202.53;197.69;190.73;176.44;150.26;;;;;;2128.00;4854.40;9537.50;99.45;97.19;103.95;190.73;207.37;174.08;6.47;5.21;2.52;
1991/10/23;208.06;208.25;206.53;208.25;2623;204.47;199.60;191.89;177.55;151.06;;;;;;2623.00;3466.60;7700.90;99.63;98.01;102.88;191.89;210.03;173.75;6.86;5.54;2.65;
1991/10/24;210.20;210.20;208.25;210.07;19357;206.38;201.51;193.19;178.68;151.89;;;;;;19357.00;6122.60;8972.80;99.51;98.51;101.52;193.19;212.65;173.73;7.24;5.88;2.72;
1991/10/25;210.34;211.97;209.71;211.86;32650;208.25;203.41;194.62;179.81;152.74;;;;;;32650.00;12059.00;11139.70;99.46;98.83;100.74;194.62;215.17;174.07;7.60;6.22;2.75;
1991/10/28;213.50;213.98;211.86;213.98;3217;210.14;205.34;196.20;180.96;153.61;;;;;;3217.00;11995.00;9312.10;99.64;99.10;100.73;196.20;217.63;174.78;7.96;6.57;2.77;
1991/10/29;215.63;215.78;213.98;215.78;2697;211.99;207.26;197.90;182.11;154.50;;;;;;2697.00;12108.80;8481.60;99.76;99.32;100.65;197.90;219.90;175.90;8.29;6.91;2.76;
1991/10/30;216.37;216.43;215.78;216.43;2380;213.62;209.04;199.68;183.25;155.41;;;;;;2380.00;12060.20;7763.40;99.84;99.49;100.54;199.68;221.64;177.72;8.51;7.23;2.56;
1991/10/31;218.59;218.60;216.43;218.60;3929;215.33;210.85;201.48;184.40;156.34;;;;;;3929.00;8974.60;7548.60;99.89;99.63;100.43;201.48;223.43;179.54;8.76;7.54;2.44;
1991/11/01;220.71;220.72;218.60;220.72;5906;217.10;212.68;203.30;185.56;157.29;;;;;;5906.00;3625.80;7842.40;99.93;99.73;100.33;203.30;225.29;181.32;9.03;7.84;2.38;
1991/11/04;222.77;222.77;220.79;222.77;4474;218.86;214.50;205.14;186.73;158.26;;;;;;4474.00;3877.20;7936.10;99.95;99.80;100.25;205.14;227.18;183.10;9.29;8.13;2.33;
1991/11/05;224.44;224.65;222.77;224.65;2805;220.63;216.31;207.00;187.90;159.25;;;;;;2805.00;3898.80;8003.80;99.97;99.86;100.19;207.00;229.04;184.96;9.55;8.41;2.27;
1991/11/06;226.83;226.88;224.65;226.88;2848;222.72;218.17;208.89;189.09;160.24;;;;;;2848.00;3992.40;8026.30;99.98;99.90;100.14;208.89;230.95;186.83;9.81;8.69;2.25;
1991/11/07;228.93;228.93;226.88;228.93;4833;224.79;220.06;210.79;190.29;161.24;;;;;;4833.00;4173.20;6573.90;99.99;99.93;100.10;210.79;232.89;188.68;10.08;8.97;2.21;
1991/11/08;230.99;231.22;228.93;231.22;14406;226.89;222.00;212.70;191.50;162.26;;;;;;14406.00;5873.20;4749.50;99.99;99.95;100.07;212.70;234.92;190.49;10.35;9.25;2.21;
1991/11/11;233.48;233.55;231.22;233.55;2474;229.05;223.95;214.65;192.72;163.30;;;;;;2474.00;5473.20;4675.20;99.99;99.96;100.05;214.65;237.02;192.27;10.63;9.52;2.22;
1991/11/12;235.75;235.80;233.55;235.80;895;231.28;225.96;216.61;193.96;164.35;;;;;;895.00;5091.20;4495.00;100.00;99.97;100.04;216.61;239.19;194.02;10.91;9.80;2.22;
1991/11/13;236.51;236.67;235.80;236.67;799;233.23;227.98;218.51;195.18;165.40;;;;;;799.00;4681.40;4336.90;100.00;99.98;100.03;218.51;241.12;195.90;11.07;10.05;2.04;
1991/11/14;237.39;237.45;236.67;237.45;862;234.94;229.86;220.36;196.39;166.45;;;;;;862.00;3887.20;4030.20;100.00;99.99;100.02;220.36;242.81;197.91;11.14;10.27;1.73;
1991/11/15;238.25;238.25;237.45;238.25;2058;236.34;231.62;222.15;197.59;167.49;;;;;;2058.00;1417.60;3645.40;100.00;99.99;100.01;222.15;244.30;199.99;11.13;10.44;1.37;
1991/11/18;240.04;240.62;238.25;240.62;1885;237.76;233.40;223.95;198.80;168.55;;;;;;1885.00;1299.80;3386.50;100.00;99.99;100.01;223.95;245.94;201.96;11.18;10.59;1.18;
1991/11/19;242.24;242.24;240.62;242.24;2310;239.05;235.16;225.74;200.00;169.61;;;;;;2310.00;1582.80;3337.00;100.00;100.00;100.01;225.74;247.57;203.90;11.22;10.72;1.01;
1991/11/20;244.50;244.50;242.24;244.50;2325;240.61;236.92;227.55;201.22;170.68;;;;;;2325.00;1888.00;3284.70;100.00;100.00;100.00;227.55;249.29;205.81;11.31;10.83;0.95;
1991/11/21;246.26;246.31;244.50;246.31;2155;242.38;238.66;229.36;202.44;171.76;;;;;;2155.00;2146.60;3016.90;100.00;100.00;100.00;229.36;251.01;207.71;11.39;10.94;0.89;
1991/11/22;248.24;248.53;246.31;248.53;2133;244.44;240.39;231.19;203.67;172.85;;;;;;2133.00;2161.60;1789.60;100.00;100.00;100.00;231.19;252.81;209.57;11.50;11.06;0.89;
1991/11/25;250.84;250.85;248.53;250.85;2331;246.49;242.12;233.04;204.90;173.94;;;;;;2331.00;2250.80;1775.30;100.00;100.00;100.00;233.04;254.76;211.31;11.64;11.17;0.94;
1991/11/26;252.90;252.97;250.85;252.97;2454;248.63;243.84;234.90;206.14;175.05;;;;;;2454.00;2279.60;1931.20;100.00;100.00;100.00;234.90;256.77;213.02;11.79;11.30;0.99;
1991/11/27;255.27;255.45;252.97;255.45;2120;250.82;245.72;236.85;207.40;176.16;;;;;;2120.00;2238.60;2063.30;100.00;100.00;100.00;236.85;258.75;214.95;11.97;11.43;1.08;
1991/11/28;257.28;257.35;255.45;257.35;2502;253.03;247.71;238.79;208.65;177.28;;;;;;2502.00;2308.00;2227.30;100.00;100.00;100.00;238.79;260.74;216.83;12.13;11.57;1.11;
1991/11/29;259.68;259.85;257.35;259.60;33695;255.24;249.84;240.73;209.92;178.41;;;;;;33695.00;8620.40;5391.00;99.57;99.86;98.99;240.73;262.84;218.62;12.29;11.71;1.15;
1991/12/02;261.78;262.19;259.67;262.19;19128;257.51;252.00;242.70;211.20;179.55;;;;;;19128.00;11979.80;7115.30;99.71;99.81;99.52;242.70;265.09;220.31;12.48;11.87;1.23;
1991/12/03;264.64;264.81;262.19;264.81;1101;259.88;254.26;244.71;212.49;180.72;;;;;;1101.00;11709.20;6994.40;99.81;99.81;99.81;244.71;267.49;221.93;12.70;12.03;1.33;
1991/12/04;265.53;265.77;264.81;265.77;742;261.94;256.38;246.65;213.76;181.89;;;;;;742.00;11433.60;6836.10;99.87;99.83;99.96;246.65;269.66;223.65;12.81;12.19;1.23;
1991/12/05;266.48;266.66;265.77;266.66;2050;263.81;258.42;248.54;215.07;183.05;;;;;;2050.00;11343.20;6825.60;99.91;99.86;100.03;248.54;271.62;225.46;12.81;12.31;1.00;
1991/12/06;269.34;269.35;266.66;269.35;1613;265.76;260.50;250.45;216.44;184.23;;;;;;1613.00;4926.80;6773.60;99.94;99.89;100.06;250.45;273.80;227.10;12.89;12.43;0.91;
1991/12/09;270.27;270.27;269.35;270.27;1631;267.37;262.44;252.28;217.84;185.40;;;;;;1631.00;1427.40;6703.60;99.96;99.91;100.06;252.28;275.81;228.75;12.87;12.52;0.71;
1991/12/10;270.27;272.91;270.27;272.91;516;268.99;264.44;254.14;219.26;186.58;;;;;;516.00;1310.40;6509.80;99.97;99.93;100.06;254.14;278.04;230.23;12.92;12.60;0.65;
1991/12/11;273.53;273.71;272.91;273.71;669;270.58;266.26;255.99;220.66;187.76;154.12;;;;;669.00;1295.80;6364.70;99.98;99.95;100.05;255.99;279.94;232.04;12.88;12.65;0.45;
1991/12/12;274.41;274.41;273.71;274.41;1577;272.13;267.97;257.84;222.09;188.94;154.81;;;;;1577.00;1201.20;6272.20;99.99;99.96;100.04;257.84;281.46;234.21;12.75;12.67;0.16;
1991/12/13;276.81;277.00;274.41;277.00;746;273.66;269.71;259.77;223.58;190.12;155.50;;;;;746.00;1027.80;2977.30;99.99;99.97;100.03;259.77;282.99;236.56;12.72;12.68;0.07;
1991/12/16;277.53;277.85;277.00;277.85;580;275.18;271.27;261.64;225.09;191.30;156.18;;;;;580.00;817.60;1122.50;99.99;99.98;100.03;261.64;284.35;238.92;12.61;12.67;-0.11;
1991/12/17;278.67;278.68;277.85;278.68;493;276.33;272.66;263.46;226.64;192.48;156.83;;;;;493.00;813.00;1061.70;100.00;99.99;100.02;263.46;285.46;241.46;12.45;12.62;-0.35;
1991/12/18;279.32;279.51;278.68;279.51;760;277.49;274.04;265.21;228.22;193.67;157.47;;;;;760.00;831.20;1063.50;100.00;99.99;100.01;265.21;286.41;244.01;12.25;12.55;-0.60;
1991/12/19;279.98;280.17;279.51;280.17;1094;278.64;275.39;266.90;229.82;194.87;158.09;;;;;1094.00;734.60;967.90;100.00;99.99;100.01;266.90;287.14;246.67;12.00;12.44;-0.87;
1991/12/20;282.83;282.83;280.63;282.83;4393;279.81;276.73;268.62;231.48;196.10;158.72;;;;;4393.00;1464.00;1245.90;100.00;99.99;100.01;268.62;288.09;249.14;11.89;12.33;-0.88;
1991/12/23;285.65;285.65;282.83;285.65;1046;281.37;278.27;270.36;233.20;197.34;159.36;;;;;1046.00;1557.20;1187.40;100.00;100.00;100.01;270.36;289.36;251.35;11.89;12.24;-0.71;
1991/12/24;285.74;286.22;285.65;286.22;486;282.88;279.60;272.02;234.94;198.59;159.99;;;;;486.00;1555.80;1184.40;100.00;100.00;100.00;272.02;290.43;253.61;11.80;12.15;-0.71;
1991/12/25;287.09;287.15;286.22;287.15;573;284.40;280.95;273.60;236.71;199.86;160.63;;;;;573.00;1518.40;1174.80;100.00;100.00;100.00;273.60;291.46;255.75;11.66;12.05;-0.78;
1991/12/26;288.03;288.03;287.15;288.03;1168;285.98;282.31;275.14;238.47;201.14;161.26;;;;;1168.00;1533.20;1133.90;100.00;100.00;100.00;275.14;292.37;257.90;11.50;11.94;-0.89;
1991/12/27;290.65;290.85;288.03;290.85;1551;287.58;283.69;276.70;240.24;202.44;161.90;;;;;1551.00;964.80;1214.40;100.00;100.00;100.00;276.70;293.67;259.73;11.46;11.85;-0.77;
1991/12/30;291.71;291.71;290.85;291.71;1165;288.79;285.08;278.18;242.01;203.76;162.53;;;;;1165.00;988.60;1272.90;100.00;100.00;100.00;278.18;294.96;261.39;11.37;11.75;-0.76;
1991/12/31;292.48;292.75;291.71;292.75;584;290.10;286.49;279.57;243.76;205.09;163.17;;;;;584.00;1008.20;1282.00;100.00;100.00;100.00;279.57;296.33;262.82;11.25;11.65;-0.80;
1992/01/02;293.74;293.75;292.76;293.75;928;291.42;287.91;280.97;245.51;206.43;163.82;;;;;928.00;1079.20;1298.80;100.00;100.00;100.00;280.97;297.55;264.40;11.11;11.54;-0.86;
1992/01/03;296.24;296.52;293.75;296.52;1436;293.12;289.55;282.47;247.26;207.78;164.47;;;;;1436.00;1132.80;1333.00;100.00;100.00;100.00;282.47;298.99;265.94;11.10;11.46;-0.71;
1992/01/06;297.68;297.68;296.52;297.68;3400;294.48;291.03;283.88;249.01;209.13;165.12;;;;;3400.00;1502.60;1233.70;100.00;100.00;100.00;283.88;300.53;267.24;11.05;11.37;-0.65;
1992/01/07;298.54;298.77;297.68;298.77;892;295.89;292.34;285.31;250.75;210.48;165.77;;;;;892.00;1448.00;1218.30;100.00;100.00;100.00;285.31;301.93;268.69;10.98;11.29;-0.64;
1992/01/08;299.65;299.66;298.77;299.66;659;297.28;293.69;286.64;252.46;211.84;166.43;;;;;659.00;1463.00;1235.60;100.00;100.00;100.00;286.64;303.37;269.92;10.86;11.21;-0.69;
1992/01/09;300.61;300.62;299.66;300.62;943;298.65;295.03;287.99;254.16;213.19;167.10;;;;;943.00;1466.00;1272.60;100.00;100.00;100.00;287.99;304.66;271.32;10.73;11.11;-0.77;
1992/01/10;301.82;301.83;300.62;301.83;1605;299.71;296.41;289.36;255.85;214.55;167.77;;;;;1605.00;1499.80;1316.30;100.00;100.00;100.00;289.36;305.84;272.88;10.60;11.01;-0.83;
1992/01/13;302.83;303.06;302.00;303.06;725;300.79;297.64;290.66;257.53;215.90;168.45;;;;;725.00;964.80;1233.70;100.00;100.00;100.00;290.66;307.15;274.18;10.47;10.90;-0.86;
1992/01/14;304.77;305.74;303.06;305.74;632;302.18;299.04;292.06;259.22;217.28;169.13;;;;;632.00;912.80;1180.40;100.00;100.00;100.00;292.06;308.70;275.42;10.47;10.81;-0.70;
1992/01/15;306.62;306.63;305.74;306.63;259;303.58;300.43;293.46;260.88;218.66;169.82;;;;;259.00;832.80;1147.90;100.00;100.00;100.00;293.46;310.06;276.86;10.41;10.73;-0.64;
